打印行	 println
打扰	interrupt
中止	interrupt
团	lump
块	lump
肿块	lump
癌	cancer
癌症	cancer
肿瘤	cancer
描写	description
形容	description
种类	description
重	weight
砝码	weight
重担	weight
回声	echo
反响	echo
重复	echo
重说	repeat
重做	repeat
重复	repeat
强调	emphasis
重点	emphasis
重要性	emphasis
意义	significance
意味	significance
重要性	significance
口音	accent
腔调	accent
重音	accent
状态	state
国家	state
州	state
关于	about
在	about
周围	about
大陆	continent
陆地	continent
洲	continent
蜡烛	candle
烛形物	candle
烛光	candle
原则	principle
原理	principle
主义	principle
题目	subject
学科	subject
主语	subject
意见	opinion
看法	opinion
主张	opinion
助手	assistant
助理	assistant
助教	assistant
帮助	aid
救护	aid
助手	aid
鼓励	encourage
支持	encourage
助长	encourage
居住	residence
驻扎	residence
住处	residence
地方	place
地点	place
住所	place
凝视	gaze
盯	gaze
注视	gaze
评论	comment
意见	comment
注释	comment
笔记	note
便条	note
注释	note
注意	notice
通知	notice
注意	attention
留心	attention
注意力	attention
可能	may
可以	may
祝	may
书写	writing
写	writing
著作	writing
塑像	statue
雕像	statue
铸像	statue
抓紧	grasp
掌握	grasp
抓	grasp
成为	specialize
专家	specialize
专攻	specialize
砖	brick
砖块	brick
砖状物	brick
变化	transformation
改造	transformation
转变	transformation
转	turn
翻	turn
转动	turn
替换	shift
转移	shift
转换	shift
开关	switch
转换	switch
供应	furnish
提供	furnish
装备	furnish
捆绑	bind
包扎	bind
装钉	bind
集合	assemble
召集	assemble
装配	assemble
集合	assembly
集会	assembly
装配	assembly
担子	burden
重担	burden
装载量	burden
打猎	hunt
搜寻	hunt
追猎	hunt
追逐	chase
追赶	chase
追求	chase
许可	license
执照	license
准许	license
布	cloth
衣料	cloth
桌布	cloth
态度	attitude
看法	attitude
姿势	attitude
位置	position
职位	position
姿势	position
姿势	gesture
手势	gesture
姿态	gesture
骄傲	pride
自豪	pride
自夸	pride
独立	independence
自主	independence
自立	independence
信	letter
证书	letter
字母	letter
生产	duction
产品	duction
总产量	duction
总的	total
合计	total
总共	total
概括	summarize
概述	summarize
总结	summarize
将	would
愿	would
总是	would
步	step
步骤	step
走	step
脚步	footstep
脚步声	footstep
足迹	footstep
国籍	nationality
民族	nationality
族	nationality
干涉	interference
干预	interference
阻碍	interference
逮捕	arrest
拘留	arrest
阻止	arrest
禁止	forbid
不许	forbid
阻止	forbid
预防	prevent
防止	prevent
阻止	prevent
组成部分	component
分	component
组件	component
薄绢	tissue
薄纸	tissue
组织	tissue
钻头	drill
操练	drill
钻孔	drill
山顶	peak
巅	peak
最高的	peak
把	regard
看作	regard
尊敬	regard
任务	task
工作	task
作业	task
战役	battle
斗争	battle
作战	battle
是	be
在	be
做	be
梦	dream
梦想	dream
做梦	dream
逗	amuse
乐	amuse
给	amuse
娱乐	amuse
和	and
又	and
并	and
则	and
在	at
里	at
时	at
缚	attach
系	attach
贴	attach
附加	attach
袋	bag
包	bag
钱包	bag
背包	bag
烤	bake
烘	bake
焙	bake
烧硬	bake
银行	bank
库	bank
岩	bank
堤	bank
酒吧间	bar
条	bar
杆	bar
栅	bar
梁	beam
横梁	beam
束	beam
柱	beam
床	bed
床位	bed
圃	bed
河床	bed
钟	bell
铃	bell
门铃	bell
钟声	bell
带	belt
腰带	belt
皮带	belt
区	belt
咬	bite
叮	bite
螫	bite
剌穿	bite
捆	bundle
包	bundle
束	bundle
包袱	bundle
在	by
旁	by
被	by
由	by
缆	cable
索	cable
电缆	cable
电报	cable
把	call
叫做	call
叫	call
喊	call
投	cast
扔	cast
抛	cast
浇铸	cast
切	cut
割	cut
剪	cut
减少	cut
尘	dirt
土	dirt
污物	dirt
污垢	dirt
画	draw
划	draw
拖	draw
拨出	draw
才能	faculty
能力	faculty
系	faculty
科	faculty
狂热爱好者	fan
扇子	fan
风扇	fan
扇	fan
柄	handle
把手	handle
拿	handle
触	handle
蜜	honey
蜂蜜	honey
甜	honey
甜蜜	honey
光	light
光线	light
灯	light
光源	light
肢	limb
臂	limb
翼	limb
树枝	limb
线	line
排	line
路线	line
线条	line
许多	lot
大量	lot
签	lot
阄	lot
办公室	office
处	office
局	office
社	office
在	on
上	on
旁	on
型	pattern
式样	pattern
模	pattern
模型	pattern
板	plate
片	plate
盘	plate
电镀	plate
点	point
要点	point
细目	point
分	point
柱	post
桩	post
杆	post
贴出	post
锅	pot
壶	pot
罐	pot
盆	pot
能力	power
力	power
权	power
幂	power
压	press
按	press
揿	press
催促	press
压力	pressure
压	pressure
按	pressure
拉	pull
拖	pull
拉力	pull
排	range
行	range
山脉	range
范围	range
脊	ridge
岭	ridge
山脉	ridge
垄	ridge
跑	run
奔	run
行驶	run
流	run
跳	spring
跃	spring
跳跃	spring
泉	spring
站	stand
坐落	stand
架	stand
台	stand
站	station
台	station
所	station
局	station
棍	stick
棒	stick
刺	stick
粘贴	stick
打	stroke
击	stroke
鸣声	stroke
中风	stroke
材料	stuff
装	stuff
填	stuff
塞	stuff
吸	suck
吮	suck
啜	suck
吸收	suck
拿	take
抓	take
拿走	take
吃	take
紧张	tension
不安	tension
拉紧	tension
张力	tension
期	term
学期	term
条件	term
词	term
物	thing
用品	thing
事	thing
情况	thing
线	thread
丝	thread
螺纹	thread
头绪	thread
投	throw
掷	throw
抛	throw
扔	throw
插	thrust
刺	thrust
讽刺	thrust
票	ticket
券	ticket
纲领	ticket
传票	ticket
时间	time
时机	time
次	time
回	time
梢	tip
末端	tip
尖	tip
尖端	tip
也	too
还	too
太	too
过分	too
在	upon
上	upon
旁	upon
容器	vessel
船	vessel
飞船	vessel
管	vessel
卷	volume
册	volume
容积	volume
音量	volume
墙	wall
壁	wall
围墙	wall
城墙	wall
词	word
话	word
消息	word
语言	word
裹	wrap
包	wrap
捆	wrap
披肩	wrap
在	about across after around at at be before behind by during on on over presence search under upon upon within
给	amuse bathe clothe define entitle for fuel grade guide impress inspire show stain
把	attribute blame call classify conceal exclude file hide regard
意见	advice comment idea judgement opinion suggestion theory voice
出现	appear appearance arise come emerge occur occurrence
联系	bond connect connection contact relation relationship tie
需要	challenge demand need need require requirement want
同意	accept agree agreement apval consent consent permission
发射	emit launch radiation shoot shot transmission transmit
解释	account explain explanation interpret interpretation mean solve
要求	ask challenge demand desire request require requirement
检查	check check exam examination examine inspect survey
向	apach assure before congratulate inform to toward
分	cent component divide division minute penny point
引起	arise arouse attract create excite generate raise
离开	away depart departure from leave off quit
说明	demonstrate explanation illustrate illustration interpret say state
巨大的	big enormous huge immense large vast
范围	extent limit range scope sphere zone
承认	acceptance admission admit confess recognition recognize
职业	career fession job occupation trade work
大量	flock heap lot plenty ton troop
开始	begin begin beginning opening outset start
暗示	clue hint implication imply suggest suggestion
完成	accomplish achieve achievement attain finish fulfil
争论	argue argument conflict debate dispute dispute
损害	damage damage harm harm injure injury
减少	cut decrease decrease lessen reduce reduction
决心	decide decision determination determine resolve resolve
决定	decide decision determination determine fix resolution
忍受	endure suffer sustain tolerance tolerate undergo
命令	command dictate instruction order prescribe require
保护	conservation ensure preserve shield tect tection
人	fellow human man people person soul
领域	area kingdom realm region territory vince
训练	discipline discipline educate exercise practise training
工作	job labour task work work
获得	acquire attain earn gain obtain
阻止	arrest forbid hibit prevent stop
限制	confine limit limitation restrain restrict
能力	ability capacity faculty might power
通知	advise inform information instruct notice
达到	accomplish achieve arrive attain to
培养	cultivate educate rear train training
不	never no nor not without
目的	goal intention motive object purpose
因此	accordingly consequently hence thereby therefore
发表	announce deliver emit publish release
发生	generate happen occur occurrence result
改变	alter change conversion transform vary
容忍	bear endure patience tolerance tolerate
解决	decide resolve settlement solution solve
包	bag bundle pack package wrap
提供	afford furnish offer offer vide
的	every liable of used worth
打	beat hit knock strike stroke
杆	bar lever pole post rod
可能	can may might perhaps possibility
构成	compose composition comprise constitute formation
柱	beam column pillar pole post
选择	choice choose elect select selection
行为	act behavior conduct deed performance
释放	discharge discharge liberate liberty release
管理	administration manage management regulate regulation
斗争	battle conflict fight struggle war
建议	advise hint posal suggest suggestion
介绍	introduce introduction present recommend recommendation
停止	cease halt off quit stop
结束	close conclude end finish finish
比赛	compete competition game match race
设计	design design device devise layout
询问	demand enquire enquiry inquire inquiry
主要的	central chief main mostly principal
基本的	basic elementary fundamental primary
聚集	concentrate gather group meeting
聪明的	bright clever intelligent wise
也许	maybe might perhaps possibly
联合	association combination union unite
劝告	advice advise recommend recommendation
观点	outlook perspective standpoint viewpoint
允许	allow let permission permit
有能力的	able capable competent efficient
大的	big great heavy large
感谢	appreciate gratitude thank thank
存在	being exist existence occur
破坏	break destroy destruction wreck
非常	exceedingly highly much so
原谅	excuse forgive pardon pardon
碰撞	collision crash crash hit
用	employ substitute use use
地区	area district region zone
坏的	bad evil ill wicked
起源	beginning derive origin stem
真的	genuine real TRUE very
进入	admit enter entrance entry
击	hit knock strike stroke
教育	civilize educate education teach
形成	develop form formation shape
表示	express indicate indication render
表明	declare indicate indication show
环境	condition environment setting surroundings
理由	argument cause reason sake
事件	affair event incident occurrence
画	draw paint picture picture
刺	stick sting sting thrust
战胜	conquer defeat overcome victory
小屋	cabin cottage hut shed
消灭	consume destroy destruction eliminate
消息	information message news word
测量	gauge measure measurement survey
当	as when while whilst
渴望的	anxious eager hungry thirsty
注意	attention notice notice observation
影响	affect impact influence influence
路	path road route way
唤醒	arouse awake rouse wake
呼吸	breath breathe breathe wind
连接	conjunction connect connection join
连续	continue sequence series succession
边缘	border edge margin skirt
同事	associate brother colleague mate
民族	nation nationality people race
情况	case circumstance shape thing
怀疑	doubt doubt suspect suspicion
局	bureau department office station
快的	fast quick rapid swift
发觉	detect detection find perceive
买	buy buy purchase purchase
飞机	aeroplane aircraft airplane plane
爆炸	blast burst explode explosion
包括	comprise cover embrace include
拒绝	refusal refuse refuse reject
反映	mirror reflect reflection reflexion
反射	mirror reflect reflection reflexion
排	line range rank row
摇	rock rock shake sway
摇动	shake sway sway tremble
看	look look show view
看法	attitude opinion outlook viewpoint
缺点	defect fault shortcoming vice
所以	accordingly consequently hence therefore
控制	command control control regulate
招待	entertain invitation invite serve
扩大	enlarge expand expansion extend
可能的	feasible liable likely possible
相当	correspond fairly quite rather
相信	belief believe depend trust
极好的	golden immense super wonderful
种类	description kind sort variety
向前	ahead along forth forward
移动	move movement removal remove
重要的	considerable important noticeable significant
很	highly most much very
系	attach department faculty tie
装备	equip equipment furnish vide
问题	blem blem issue question
将	devote execute should would
那	it that that the
建造	construct construction erect structure
建立	build establish establishment found
供应	accommodate furnish supply vision
估计	calculate compute estimate estimate
传播	communicate convey spread spread
传送	carry convey transmission transmit
保持	keep maintenance remain retain
保证	assure ensure guarantee undertake
催促	hurry press rush urge
